laptop_id,img_link,name,price,laptop_brand,os_brand,usecases,tags
29,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70,Lenovo Intel Core i5 11th Gen,52890,['Lenovo'],Windows, Business/Professional,intel core i5 processor (11th gen) 16 gb ddr4 ram window 11 oper system business/profession lenovo
30,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/8/e/j/-original-imagckcffymgykfd.jpeg?q=70,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,99990,['ASUS'],Windows, Gaming,amd ryzen 7 octa core processor 16 gb ddr5 ram 64 bit window 11 oper system game asu
31,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/z/c/-original-imaghr25cncfgpza.jpeg?q=70,ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7,59990,['ASUS'],Windows, Creative/Design,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system creative/design asu
32,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/6/4/-original-imagkqwzbryf6sp7.jpeg?q=70,HP 15s Intel Core i5 12th Gen,58018,['HP'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession hp
33,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,Lenovo IdeaPad 3 Core i3 11th Gen,38699,['Lenovo'],Windows, Business/Professional,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession lenovo
34,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/computer/z/m/a/np340xla-ka1in-thin-and-light-laptop-samsung-original-imagcgqvcvcbsun6.jpeg?q=70,SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2,32990,['SAMSUNG'],Windows, Budget Friendly,qualcomm snapdragon 7c gen 2 processor 4 gb lpddr4x ram window 11 oper system budget friendli samsung
35,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/w/i/-original-imagmnmsbhuxbazf.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core 5625U,53990,['HP'],Windows, Business/Professional,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system business/profession hp
36,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/e/n/0/-original-imagf6z3yxgmucxj.jpeg?q=70,acer Swift 3 Core i5 12th Gen,64990,['acer'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb lpddr4x ram 64 bit window 11 oper system business/profession acer
37,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,Lenovo IdeaPad 3 Core i5 11th Gen,52990,['Lenovo'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession lenovo
38,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70,realme Book (Slim) Core i3 11th Gen,46990,['realme'],Windows, Home/Everyday use,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 10 oper system home/everyday use realm
39,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/computer/d/d/r/fa777rm-hx019w-gaming-laptop-asus-original-imagcg8q8kqgycxy.jpeg?q=70,ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i7 12th Gen,109990,['ASUS'],Windows, Gaming,intel core i7 processor (12th gen) 16 gb ddr5 ram 64 bit window 11 oper system game asu
40,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/m/-original-imagmnmr59pmudx6.jpeg?q=70,HP Pavilion Intel Core i5 12th Gen,68114,['HP'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession hp
41,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70,Lenovo IdeaPad 3 Core i5 12th Gen,56049,['Lenovo'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession lenovo
42,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,ASUS VivoBook 14 Pentium Silver,25990,['ASUS'],Windows, Budget Friendly,intel pentium silver processor 4 gb ddr4 ram 64 bit window 11 oper system budget friendli asu
43,https://rukminim1.flixcart.com/image/312/312/l5e81ow0/computer/j/w/o/ex-215-54-thin-and-light-laptop-acer-original-imagg28wzdeny2jq.jpeg?q=70,acer Extensa Core i3 11th Gen,33990,['acer'],Windows, Home/Everyday use,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use acer
44,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,38990,['ASUS'],Windows, Multimedia/Entertainment,amd ryzen 5 quad core processor 8 gb ddr4 ram 32 bit window 11 oper system multimedia/entertain asu
45,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70,DELL Core i5 12th Gen,67990,['DELL'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession dell
46,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,40990,['ASUS'],Windows, Home/Everyday use,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use asu
47,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70,ASUS Vivobook 15 Core i5 11th Gen,49990,['ASUS'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession asu
49,https://rukminim1.flixcart.com/image/312/312/l30hmkw0/computer/y/r/c/-original-image8cfzz5chjas.jpeg?q=70,ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen,159990,['ASUS'],Windows, Creative/Design,intel core i9 processor (12th gen) 32 gb lpddr5 ram window 11 oper system creative/design asu
50,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/r/z/alpha-15-amd-advantage-edition-b5eek-gaming-laptop-msi-original-imaghffgxvfmtcpg.jpeg?q=70,MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H,74990,['MSI'],Windows, Gaming,amd ryzen 7 octa core processor 8 gb ddr4 ram 64 bit window 11 oper system game msi
52,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/2/t/-original-imagg6t9xpv4rr8v.jpeg?q=70,ASUS Vivobook 14 (2022) Core i3 12th Gen,46990,['ASUS'],Windows, Business/Professional,intel core i3 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession asu
53,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/r/c/-original-imaghzah5hzzt2hw.jpeg?q=70,DELL Core i5 12th Gen,57990,['DELL'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb ddr4 ram window 11 oper system business/profession dell
54,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/e/h/-original-imagjyc69gh3a8wu.jpeg?q=70,acer Aspire 7 Ryzen 5 Hexa Core AMD R5,51990,['acer'],Windows, Gaming,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system game acer
56,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/v/x/v/na-thin-and-light-laptop-apple-original-imag5jt7u9fzenqb.jpeg?q=70,APPLE 2020 Macbook Air M1,86990,['APPLE'],MacOS, Creative/Design,appl m1 processor 8 gb ddr4 ram mac os oper system creative/design appl
57,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/0/3/a/-original-imagdqdytfgwhsah.jpeg?q=70,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,64990,['ASUS'],Windows, Business/Professional,intel core i5 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession asu
58,https://rukminim1.flixcart.com/image/312/312/kwdv3bk0/computer/r/m/c/15-ec2145ax-gaming-laptop-hp-original-imag92vp9cznphgg.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core AMD R5,64990,['HP'],Windows, Gaming,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 11 oper system game hp
59,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/3/9/x515ja-ej382ws-laptop-asus-original-imaghhwnkafntrrc.jpeg?q=70,ASUS Core i3 10th Gen,35990,['ASUS'],Windows, Business/Professional,intel core i3 processor (10th gen) 8 gb ddr4 ram window 11 oper system business/profession asu
60,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/4/b/-original-imagmmntzeunqhyh.jpeg?q=70,Lenovo Intel Core i3 11th Gen,38290,['Lenovo'],Windows, Business/Professional,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession lenovo
62,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/i/w/9/na-thin-and-light-laptop-asus-original-imag4yykyhpwfp8v.jpeg?q=70,ASUS Chromebook Celeron Dual Core,17990,['ASUS'],ChromeOS, Budget Friendly,intel celeron dual core processor 4 gb lpddr4 ram chrome oper system budget friendli asu
63,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/z/n/-original-imagg3fxfrttfgvj.jpeg?q=70,ASUS Chromebook Flip Touch Celeron Dual Core,15990,['ASUS'],ChromeOS, Budget Friendly,intel celeron dual core processor 4 gb lpddr4 ram chrome oper system budget friendli asu
64,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/w/-original-imagg6t9sb9gvafu.jpeg?q=70,ASUS Core i3 12th Gen,42990,['ASUS'],Windows, Business/Professional,intel core i3 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession asu
66,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/j/z/m1603qa-mb511ws-laptop-asus-original-imaghfbtdt8fzsss.jpeg?q=70,ASUS Vivobook 16X Ryzen 5 Hexa Core R5,54990,['ASUS'],Windows, Multimedia/Entertainment,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system multimedia/entertain asu
67,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,Infinix X1 Slim Series Core i3 10th Gen,30990,['Infinix'],Windows, Business/Professional,intel core i3 processor (10th gen) 8 gb lpddr4x ram 64 bit window 11 oper system business/profession infinix
68,https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/8/l/2/ideapad-3-14acl6-thin-and-light-laptop-lenovo-original-imag99kmftdeexpz.jpeg?q=70,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,50990,['Lenovo'],Windows, Gaming,amd ryzen 5 hexa core processor 8 gb ddr4 ram 64 bit window 10 oper system game lenovo
69,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/b/t/-original-imaghsggffspg9pw.jpeg?q=70,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,79990,['ASUS'],Windows, Business/Professional,intel core i5 processor (11th gen) 16 gb lpddr4x ram 64 bit window 11 oper system business/profession asu
70,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/u/b/-original-imagg2vnsrgrfkmz.jpeg?q=70,acer Aspire 3 Dual Core 3020e,22900,['acer'],Windows, Home/Everyday use,amd dual core processor 4 gb ddr4 ram 64 bit window 11 oper system home/everyday use acer
71,https://rukminim1.flixcart.com/image/312/312/l4vnbm80/computer/i/f/f/15ada7-thin-and-light-laptop-lenovo-original-imagfzzxmhfgzysy.jpeg?q=70,Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U,33751,['Lenovo'],Windows, Home/Everyday use,amd ryzen 3 dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use lenovo
73,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70,ASUS Vivobook 15 OLED (2022) Core i3 12th Gen,50990,['ASUS'],Windows, Business/Professional,intel core i3 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession asu
74,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS VivoBook 15 (2021) Core i5 10th Gen,45990,['ASUS'],Windows, Business/Professional,intel core i5 processor (10th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession asu
77,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/b/p/-original-imaghkprhrcgrfey.jpeg?q=70,HP Pavilion Intel Core i5 12th Gen,62499,['HP'],Windows, Business/Professional,intel core i5 processor (12th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession hp
78,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/computer/q/u/u/-original-imagfhpzry32pdyg.jpeg?q=70,ASUS TUF Dash F15 (2022) Core i5 12th Gen,76999,['ASUS'],Windows, Gaming,intel core i5 processor (12th gen) 8 gb ddr5 ram window 11 oper system game asu
79,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70,ASUS Vivobook 15 Touch Core i5 11th Gen,51990,['ASUS'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb ddr4 ram window 11 oper system business/profession asu
80,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/j/c/-original-imagh3wecapg5gqn.jpeg?q=70,HP Athlon Dual Core 3050U,32990,['HP'],Windows, Home/Everyday use,amd athlon dual core processor 8 gb ddr4 ram 64 bit window 11 oper system home/everyday use hp
81,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,45990,['ASUS'],Windows, Business/Professional,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession asu
82,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70,HP OMEN Core i7 11th Gen,88499,['HP'],Windows, Gaming,intel core i7 processor (11th gen) 16 gb ddr4 ram 64 bit window 11 oper system game hp
83,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/l/v/-original-imaghrfyjeff4bzv.jpeg?q=70,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,65990,['ASUS'],Windows, Gaming,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system game asu
84,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/n/t/g/sword-15-a12ud-gaming-laptop-msi-original-imageymchyn4ypgz.jpeg?q=70,MSI Sword 15 Core i5 12th Gen,85990,['MSI'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession msi
86,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/y/j/z/macbook-air-thin-and-light-laptop-apple-original-imagfdeqter4sj2j.jpeg?q=70,APPLE 2022 MacBook AIR M2,139990,['APPLE'],MacOS, Business/Professional,appl m2 processor 8 gb unifi memori ram mac os oper system business/profession appl
87,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/p/p/o/macbook-air-thin-and-light-laptop-apple-original-imagfdfpnjjpdhq2.jpeg?q=70,APPLE 2022 MacBook AIR M2,113490,['APPLE'],MacOS, Business/Professional,appl m2 processor 8 gb unifi memori ram mac os oper system business/profession appl
88,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,APPLE 2022 MacBook AIR M2,113990,['APPLE'],MacOS, Business/Professional,appl m2 processor 8 gb unifi memori ram mac os oper system business/profession appl
89,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/a/v/k/-original-image333jzhyzhyt.jpeg?q=70,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen,74990,['ASUS'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb ddr4 ram 64 bit window 11 oper system business/profession asu
90,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/h/n/-original-imaggzesaqdhy3xd.jpeg?q=70,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H,89990,['ASUS'],Windows, Gaming,amd ryzen 7 octa core processor 16 gb ddr4 ram 64 bit window 11 oper system game asu
91,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/computer/h/i/p/14s-dy5005tu-thin-and-light-laptop-hp-original-imagg4rc7n75zqkp.jpeg?q=70,HP 14s Intel Core i3 11th Gen,41990,['HP'],Windows, Business/Professional,intel core i3 processor (11th gen) 8 gb ddr4 ram 64 bit window 11 oper system business/profession hp
92,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/q/q/-original-imageuecysr3cuca.jpeg?q=70,ASUS VivoBook Flip 14 Core i5 11th Gen,63990,['ASUS'],Windows, Business/Professional,intel core i5 processor (11th gen) 8 gb lpddr4x ram 64 bit window 11 oper system business/profession asu
93,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/5/u/x360-bf0121tu-thin-and-light-laptop-hp-original-imaghqcrw4zxhhcc.jpeg?q=70,HP Envy x360 Creator Intel Evo Core i5 12th Gen,86990,['HP'],Windows, Business/Professional,intel core i5 processor (12th gen) 16 gb lpddr4x ram window 11 oper system business/profession hp
94,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/x/7/14-ec1005au-thin-and-light-laptop-hp-original-imaghusjswsafhcu.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core 5625U,61990,['HP'],Windows, Business/Professional,amd ryzen 5 hexa core processor 16 gb ddr4 ram 64 bit window 11 oper system business/profession hp
